Departure Airport Name,Departure Airport ID,Departure Time,Arrival Airport Name,Arrival Airport ID,Arrival Time,Duration,Airline,Travel Class,Total Duration,Layover 1 Duration,Layover 1 Overnight,Price,Cabin Baggage,Checked Baggage,Meal Included,Cabin Baggage (Number),Cabin Baggage (kg per piece),Checked Baggage (Number),Checked Baggage (kg per piece),Day of Week (on flight date),Overnight Flight,Departure Country Is Holiday,Arrival Country Is Holiday,Final Arrival Airport Name,Final Arrival Airport ID,Airport Distance (km),Airline Star Rating,Time of Day,Flight Type,Total_Baggage_kg
Soekarno–Hatta International Airport,CGK,13/07/2024 19:00,Singapore Changi Airport,SIN,13/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,13/07/2024 7:55,Singapore Changi Airport,SIN,13/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,14/07/2024 7:55,Singapore Changi Airport,SIN,14/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,14/07/2024 19:00,Singapore Changi Airport,SIN,14/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,15/07/2024 19:00,Singapore Changi Airport,SIN,15/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,15/07/2024 7:55,Singapore Changi Airport,SIN,15/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,16/07/2024 7:55,Singapore Changi Airport,SIN,16/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,16/07/2024 19:00,Singapore Changi Airport,SIN,16/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,17/07/2024 19:00,Singapore Changi Airport,SIN,17/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,17/07/2024 7:55,Singapore Changi Airport,SIN,17/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,18/07/2024 19:00,Singapore Changi Airport,SIN,18/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,19/07/2024 7:55,Singapore Changi Airport,SIN,19/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,19/07/2024 19:00,Singapore Changi Airport,SIN,19/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,20/07/2024 7:55,Singapore Changi Airport,SIN,20/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,21/07/2024 7:55,Singapore Changi Airport,SIN,21/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,22/07/2024 7:55,Singapore Changi Airport,SIN,22/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,22/07/2024 19:00,Singapore Changi Airport,SIN,22/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,23/07/2024 7:55,Singapore Changi Airport,SIN,23/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,23/07/2024 19:00,Singapore Changi Airport,SIN,23/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,24/07/2024 7:55,Singapore Changi Airport,SIN,24/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,24/07/2024 19:00,Singapore Changi Airport,SIN,24/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,25/07/2024 7:55,Singapore Changi Airport,SIN,25/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,25/07/2024 19:00,Singapore Changi Airport,SIN,25/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,26/07/2024 19:00,Singapore Changi Airport,SIN,26/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,26/07/2024 7:55,Singapore Changi Airport,SIN,26/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1298.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,27/07/2024 7:55,Singapore Changi Airport,SIN,27/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,27/07/2024 19:00,Singapore Changi Airport,SIN,27/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,28/07/2024 7:55,Singapore Changi Airport,SIN,28/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,28/07/2024 19:00,Singapore Changi Airport,SIN,28/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,29/07/2024 7:55,Singapore Changi Airport,SIN,29/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,29/07/2024 19:00,Singapore Changi Airport,SIN,29/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,30/07/2024 19:00,Singapore Changi Airport,SIN,30/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,31/07/2024 7:55,Singapore Changi Airport,SIN,31/07/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,31/07/2024 19:00,Singapore Changi Airport,SIN,31/07/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1198.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,01/08/2024 7:55,Singapore Changi Airport,SIN,01/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,01/08/2024 19:00,Singapore Changi Airport,SIN,01/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,02/08/2024 7:55,Singapore Changi Airport,SIN,02/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,02/08/2024 19:00,Singapore Changi Airport,SIN,02/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,03/08/2024 19:00,Singapore Changi Airport,SIN,03/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,03/08/2024 7:55,Singapore Changi Airport,SIN,03/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1324.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,04/08/2024 7:55,Singapore Changi Airport,SIN,04/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1324.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,04/08/2024 19:00,Singapore Changi Airport,SIN,04/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1324.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,05/08/2024 19:00,Singapore Changi Airport,SIN,05/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,05/08/2024 7:55,Singapore Changi Airport,SIN,05/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1324.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,06/08/2024 7:55,Singapore Changi Airport,SIN,06/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,06/08/2024 19:00,Singapore Changi Airport,SIN,06/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,07/08/2024 7:55,Singapore Changi Airport,SIN,07/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,07/08/2024 19:00,Singapore Changi Airport,SIN,07/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,08/08/2024 19:00,Singapore Changi Airport,SIN,08/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,09/08/2024 7:55,Singapore Changi Airport,SIN,09/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Friday,False,False,True,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,09/08/2024 19:00,Singapore Changi Airport,SIN,09/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Friday,False,False,True,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,10/08/2024 7:55,Singapore Changi Airport,SIN,10/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,10/08/2024 19:00,Singapore Changi Airport,SIN,10/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Saturday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,11/08/2024 7:55,Singapore Changi Airport,SIN,11/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,11/08/2024 19:00,Singapore Changi Airport,SIN,11/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,12/08/2024 7:55,Singapore Changi Airport,SIN,12/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,12/08/2024 19:00,Singapore Changi Airport,SIN,12/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,13/08/2024 7:55,Singapore Changi Airport,SIN,13/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,13/08/2024 19:00,Singapore Changi Airport,SIN,13/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,14/08/2024 7:55,Singapore Changi Airport,SIN,14/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,14/08/2024 19:00,Singapore Changi Airport,SIN,14/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1324.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,15/08/2024 7:55,Singapore Changi Airport,SIN,15/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,15/08/2024 19:00,Singapore Changi Airport,SIN,15/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1324.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,16/08/2024 7:55,Singapore Changi Airport,SIN,16/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,17/08/2024 7:55,Singapore Changi Airport,SIN,17/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Saturday,False,True,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,17/08/2024 19:00,Singapore Changi Airport,SIN,17/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Saturday,False,True,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,18/08/2024 7:55,Singapore Changi Airport,SIN,18/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,18/08/2024 19:00,Singapore Changi Airport,SIN,18/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1324.0,True,True,True,2,7,1,50,Sunday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,19/08/2024 7:55,Singapore Changi Airport,SIN,19/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,19/08/2024 19:00,Singapore Changi Airport,SIN,19/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Monday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,20/08/2024 7:55,Singapore Changi Airport,SIN,20/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,20/08/2024 19:00,Singapore Changi Airport,SIN,20/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Tuesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,21/08/2024 7:55,Singapore Changi Airport,SIN,21/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Wednesday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,22/08/2024 7:55,Singapore Changi Airport,SIN,22/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,22/08/2024 19:00,Singapore Changi Airport,SIN,22/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Thursday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
Soekarno–Hatta International Airport,CGK,23/08/2024 7:55,Singapore Changi Airport,SIN,23/08/2024 10:45,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Morning,Layover,64
Soekarno–Hatta International Airport,CGK,23/08/2024 19:00,Singapore Changi Airport,SIN,23/08/2024 21:50,110,Singapore Airlines,First Class,110,0.0,False,1222.0,True,True,True,2,7,1,50,Friday,False,False,False,Singapore Changi Airport,SIN,604.6375945492434,5,Evening,Layover,64
