Departure Airport Name,Departure Airport ID,Departure Time,Arrival Airport Name,Arrival Airport ID,Arrival Time,Duration,Airline,Travel Class,Total Duration,Layover 1 Duration,Layover 1 Overnight,Price,Cabin Baggage,Checked Baggage,Meal Included,Cabin Baggage (Number),Cabin Baggage (kg per piece),Checked Baggage (Number),Checked Baggage (kg per piece),Day of Week (on flight date),Departure Country Is Holiday,Arrival Country Is Holiday,Overnight Flight,Final Arrival Airport Name,Final Arrival Airport ID,Airport Distance (km),Airline Star Rating,Time of Day,Flight Type,Total_Baggage_kg
Wattay International Airport,VTE,14/07/2024 20:30,Suvarnabhumi Airport,BKK,14/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,15/07/2024 13:40,Suvarnabhumi Airport,BKK,15/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Monday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,15/07/2024 20:30,Suvarnabhumi Airport,BKK,15/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Monday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,16/07/2024 13:40,Suvarnabhumi Airport,BKK,16/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,16/07/2024 20:30,Suvarnabhumi Airport,BKK,16/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,17/07/2024 13:40,Suvarnabhumi Airport,BKK,17/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,17/07/2024 20:30,Suvarnabhumi Airport,BKK,17/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,18/07/2024 13:40,Suvarnabhumi Airport,BKK,18/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,18/07/2024 20:30,Suvarnabhumi Airport,BKK,18/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,19/07/2024 13:40,Suvarnabhumi Airport,BKK,19/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,19/07/2024 20:30,Suvarnabhumi Airport,BKK,19/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,20/07/2024 13:40,Suvarnabhumi Airport,BKK,20/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Saturday,True,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,20/07/2024 20:30,Suvarnabhumi Airport,BKK,20/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Saturday,True,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,21/07/2024 13:40,Suvarnabhumi Airport,BKK,21/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,21/07/2024 20:30,Suvarnabhumi Airport,BKK,21/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,22/07/2024 13:40,Suvarnabhumi Airport,BKK,22/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Monday,False,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,22/07/2024 20:30,Suvarnabhumi Airport,BKK,22/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Monday,False,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,23/07/2024 13:40,Suvarnabhumi Airport,BKK,23/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,23/07/2024 20:30,Suvarnabhumi Airport,BKK,23/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,24/07/2024 13:40,Suvarnabhumi Airport,BKK,24/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,24/07/2024 20:30,Suvarnabhumi Airport,BKK,24/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,25/07/2024 13:40,Suvarnabhumi Airport,BKK,25/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,26/07/2024 13:40,Suvarnabhumi Airport,BKK,26/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,26/07/2024 20:30,Suvarnabhumi Airport,BKK,26/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,27/07/2024 13:40,Suvarnabhumi Airport,BKK,27/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Saturday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,28/07/2024 13:40,Suvarnabhumi Airport,BKK,28/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Sunday,False,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,28/07/2024 20:30,Suvarnabhumi Airport,BKK,28/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Sunday,False,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,29/07/2024 13:40,Suvarnabhumi Airport,BKK,29/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Monday,False,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,29/07/2024 20:30,Suvarnabhumi Airport,BKK,29/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Monday,False,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,30/07/2024 13:40,Suvarnabhumi Airport,BKK,30/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,30/07/2024 20:30,Suvarnabhumi Airport,BKK,30/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,31/07/2024 13:40,Suvarnabhumi Airport,BKK,31/07/2024 15:00,80,THAI,Premium Economy,80,0.0,False,326.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,31/07/2024 20:30,Suvarnabhumi Airport,BKK,31/07/2024 21:55,85,THAI,Premium Economy,85,0.0,False,326.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,01/08/2024 13:30,Suvarnabhumi Airport,BKK,01/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,01/08/2024 20:30,Suvarnabhumi Airport,BKK,01/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,02/08/2024 13:30,Suvarnabhumi Airport,BKK,02/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,02/08/2024 20:30,Suvarnabhumi Airport,BKK,02/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,03/08/2024 13:30,Suvarnabhumi Airport,BKK,03/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Saturday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,03/08/2024 20:30,Suvarnabhumi Airport,BKK,03/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Saturday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,04/08/2024 13:30,Suvarnabhumi Airport,BKK,04/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,04/08/2024 20:30,Suvarnabhumi Airport,BKK,04/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,05/08/2024 13:30,Suvarnabhumi Airport,BKK,05/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Monday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,05/08/2024 20:30,Suvarnabhumi Airport,BKK,05/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Monday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,06/08/2024 13:30,Suvarnabhumi Airport,BKK,06/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,06/08/2024 20:30,Suvarnabhumi Airport,BKK,06/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,07/08/2024 13:30,Suvarnabhumi Airport,BKK,07/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,07/08/2024 20:30,Suvarnabhumi Airport,BKK,07/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,08/08/2024 13:30,Suvarnabhumi Airport,BKK,08/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,08/08/2024 20:30,Suvarnabhumi Airport,BKK,08/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,09/08/2024 13:30,Suvarnabhumi Airport,BKK,09/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,09/08/2024 20:30,Suvarnabhumi Airport,BKK,09/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,10/08/2024 13:30,Suvarnabhumi Airport,BKK,10/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Saturday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,10/08/2024 20:30,Suvarnabhumi Airport,BKK,10/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Saturday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,11/08/2024 13:30,Suvarnabhumi Airport,BKK,11/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,11/08/2024 20:30,Suvarnabhumi Airport,BKK,11/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,12/08/2024 13:30,Suvarnabhumi Airport,BKK,12/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Monday,False,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,12/08/2024 20:30,Suvarnabhumi Airport,BKK,12/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Monday,False,True,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,13/08/2024 13:30,Suvarnabhumi Airport,BKK,13/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,13/08/2024 20:30,Suvarnabhumi Airport,BKK,13/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,14/08/2024 13:30,Suvarnabhumi Airport,BKK,14/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,14/08/2024 20:30,Suvarnabhumi Airport,BKK,14/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,15/08/2024 13:30,Suvarnabhumi Airport,BKK,15/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,15/08/2024 20:30,Suvarnabhumi Airport,BKK,15/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Thursday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,16/08/2024 13:30,Suvarnabhumi Airport,BKK,16/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,16/08/2024 20:30,Suvarnabhumi Airport,BKK,16/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Friday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,17/08/2024 13:30,Suvarnabhumi Airport,BKK,17/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Saturday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,17/08/2024 20:30,Suvarnabhumi Airport,BKK,17/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Saturday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,18/08/2024 13:30,Suvarnabhumi Airport,BKK,18/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
Wattay International Airport,VTE,18/08/2024 20:30,Suvarnabhumi Airport,BKK,18/08/2024 21:55,85,THAI,Premium Economy,85,0.0,False,327.0,True,True,True,1,7,1,35,Sunday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Evening,Layover,42
Wattay International Airport,VTE,19/08/2024 13:30,Suvarnabhumi Airport,BKK,19/08/2024 14:50,80,THAI,Premium Economy,80,0.0,False,327.0,True,True,True,1,7,1,35,Monday,False,False,False,Suvarnabhumi Airport,BKK,512.3518293813984,4,Afternoon,Layover,42
